,SMILES,Experimental value
1159,O=C4CC6(C)(C(CCC6(C)(C5CC=C3C(CCC(OC2OC(CO)C(O)C(O)C2(OC1OC(C)C(O)C(O)C1(O)))C3(C)C)C45(C)))C(C)CCC(O)C(O)(C)C),1
1160,O=C(OC1C(O)C(O)C(OC1(C))OC2C(OC(CO)C(O)C2(O))OC6CCC5C(=CCC3C5(C(=O)CC4(C)(C(CCC34(C))C(C)CCC(O)C(O)(C)C))(C))C6(C)(C))C,1
1161,O=C4CC6(C)(C(CCC6(C)(C5CC1OC13(C(CCC(OC2OC(CO)C(O)C(O)C2(O))C3(C)(C))C45(C))))C(C)CCC(O)C(O)(C)C),1
1162,Oc1c(OC)cc4c3c1c2c(OC)c(OC)ccc2CC3N(C)CC4,1
1163,O=C2CC4(C)(C(CCC4(C)(C3CC=C1C(CCC(O)C1(C)C)C23(C)))C(C)C(O)CC(O)C(OC5OC(CO)C(O)C(O)C5(O))(C)C),1
1164,O=C(CCC(C)C3CCC4(C)(C5CC=C2C(CCC(OC1OC(CO)C(O)C(O)C1(O))C2(C)C)C5(C(=O)CC34(C))(C)))C(O)(C)C,1
1165,O=C(CCC(C)C4CCC5(C)(C6CC=C3C(CCC(OC2OC(CO)C(O)C(O)C2(OC1OC(C)C(O)C(O)C1(O)))C3(C)C)C6(C(=O)CC45(C))(C)))C(O)(C)C,1
1166,O=C5C(OC1OC(CO)C(O)C(O)C1(O))=CC4C(=CCC2C4(C(=O)CC3(C)(C(C(O)CC23(C))C(O)(C(=O)CCC(O)(C)C)C))(C))C5(C)C,1
1167,O=C(OC(C)(C)CCC(=O)C(O)(C)C3C(O)CC4(C)(C5CC=C2C(C=C(OC1OC(CO)C(O)C(O)C1(O))C(=O)C2(C)C)C5(C(=O)CC34(C))(C)))C,1
1168,O=C3CC5(C)(C(CCC5(C)(C4CC=C2C(CCC(OC1OC(CO)C(O)C(O)C1(O))C2(C)C)C34(C)))C(C)CCC(O)C(O)(C)C),1
1169,O=C3CC5(C)(C(CCC5(C)(C4CC=C2C(CCC(OC1OC(CO)C(O)C(O)C1(O))C2(C)C)C34(C)))C6(OC(CC6)C(OC7OC(CO)C(O)C(O)C7(O))(C)C)(C)),1
1170,Oc1c(OC)cc3c4c1c2c(OC)c(OC)ccc2CC4(NCC3),1
1171,O=C1OCC(O)C1(=C),1
1172,OC3c1cc6OCOc6(cc1C4N(C)Cc2c5OCOc5(ccc2C4(C3(O)))),1
1174,O1c2ccc5c(c2(OC1))CN4CCc3cc6OCOc6(cc3C4C5),1
1175,OC3Cc1cc6OCOc6(cc1C4N(C)Cc2cc5OCOc5(cc2C34)),1
1178,O1c2ccc4c(c2(OC1))C[N+]5(C)(CCc3cc6OCOc6(cc3C5(C4))),1
1179,Oc1c(OC)ccc4c1c2c5OCOc5(cc3c2C(N(C)CC3)C4),1
1180,O=C2OC(c3ccc1OCOc1c23)C5c4cc6OCOc6(cc4CCN5(C)),1
1181,O(c1ccc4c(c1(OC))CN3CCc2cc(OC)c(OC)cc2C3C4)C,1
1182,O=C(OCC1OC(O)C(OC(=O)CC[N+](=O)[O-])C(O)C1(O))CC[N+](=O)[O-],1
1183,O(c1ccc4c(c1(OC))CN3CCc2cc(OC)c(OC)cc2C3C4C)C,1
1185,O=C3c1cc5OCOc5(cc1CCN(C)Cc2c4OCOc4(ccc2C3C)),1
1187,O(c1cc4c3c(c1(OC))c2cc5OCOc5(cc2CC3N(C)CC4))C,1
1188,Oc1cc4c3c(c1(OC))c2cc(OC)c(OC)cc2CC3N(C)CC4,1
1189,Oc1cc4c(cc1(OC))c2c(O)c(OC)cc3c2C(N(C)CC3)C4,1
1191,O=C3c2ccc1OCOc1c2C(O)C35(c4cc(O)c(OC)cc4CCN5(C)),1
1192,O=C3c1cc4OCOc4(cc1CCN(C)Cc2c(OC)c(OC)ccc2C3C),1
1193,O=C(OCC1OC(OC(=O)CC[N+](=O)[O-])C(O)C(O)C1(O))CC[N+](=O)[O-],1
1194,O(c1ccc4c(c1(OC))CN3CCc2cc5OCOc5(cc2C3C4))C,1
1195,O=C1OC(c2ccc(OC)c(OC)c12)C4c3cc5OCOc5(cc3CCN4(C)),1
1196,O(c3cc4c1c(OC)c(OC)cc2c1C(N(C)CC2)Cc4(cc3(OC)))C,1
1197,O=C2c1c5OCOc5(ccc1CC24(c3cc(O)c(OC)cc3CCN4(C))),1
1198,Oc1cc3c(cc1(OC))CCN4Cc2c(OC)c(OC)ccc2CC34,1
1200,O1c2cc4c(cc2(OC1))C5Cc3cc6c(cc3C(C4)[N+]5(C)(C))COC6,1
1201,O(c1cc5c(cc1(OC))C3N(C)C(c2cc4OCOc4(cc2C3))C5)C,1
1203,O=C3c1cc(OC)c(OC)cc1CCN(C)Cc2c4OCOc4(ccc2C3),1
1204,O=C(OCC1OC(OC(=O)CC[N+](=O)[O-])C(OC(=O)CC[N+](=O)[O-])C(O)C1(O))CC[N+](=O)[O-],1
1205,Oc1cc2c(cc1(OC))CCN(C)C25(Cc4ccc3OCOc3c4C5(O)),1
1206,O=C2c1c6OCOc6(ccc1CC24(c3cc5OCOc5(cc3CCN4(C)))),1
1207,OC4c1c5OCOc5(ccc1CC34(c2cc(OC)c(OC)cc2CCN3(C))),1
1209,OC5c1c6OCOc6(ccc1CC35(c2cc4OCOc4(cc2CCN3(C)))),1
1210,O=CC(=C1CCC(O)(C)C(C)(CCC=C(C)C(O)CC=C(C)CCC=C(C)C)C1CCCO)C,1
1211,Oc1c(OC)ccc4c1c2c(OC)c(OC)cc3c2C(NCC3)C4,1
1212,O(c3cc4c1c5OCOc5(cc2c1C(N(C)CC2)Cc4(cc3(OC))))C,1
1213,OC5c2c(ncc1c3OCOc3(ccc12))c4cc6OCOc6(cc4C5),1
1214,O2c1cc(OC)c(OC)cc1CC4c3c2c(OC)ccc3CCN4(C),1
1216,O=C(OCC1OC(O)C(OC(=O)CC[N+](=O)[O-])C(OC(=O)CC[N+](=O)[O-])C1(O))CC[N+](=O)[O-],1
1217,Oc7ccc4cc7(Oc1ccc(cc1)CC6c5c(Oc2cc3c(cc2(OC))CCN(C)C3C4)c(OC)c(O)cc5CCN6(C)),1
1218,Oc7ccc4cc7(Oc1ccc(cc1)CC6c5cc(Oc2c(OC)c(O)cc3c2C(N(C)CC3)C4)c(OC)cc5CCN6(C)),1
1219,Oc7ccc4cc7(Oc1ccc(cc1)CC6c5c(Oc2cc3c(cc2(OC))CCN(C)C3C4)c(O)c(OC)cc5CCN6(C)),1
1220,Oc7ccc4cc7(Oc1ccc(cc1)CC6c5cc(Oc2c(O)c(OC)cc3c2C(N(C)CC3)C4)c(OC)cc5CCN6(C)),1
1221,Oc5ccc4c1c5(OC2C(O)C=CC3C(N(C)CCC123)C4),1
1222,OC1C=CC5C4N(C)CCC25(c3c(OC12)c(OC)ccc3C4),1
1223,O=CC(=C1CCC(O)(C)C(C)(CCC=C(C)CCC=C(C)CCC=C(C)C)C1CCCO)C,1
1224,Oc5ccc4c1c5(OC3C(OC)=CC=C2C(N(C)CCC123)C4),1
1225,O=C(OCC1OC(OC(=O)CC[N+](=O)[O-])C(OC(=O)CC[N+](=O)[O-])C(O)C1(OC(=O)CC[N+](=O)[O-]))CC[N+](=O)[O-],1
1227,O=C1OC(c2ccc(OC)c(OC)c12)C4c3c(OC)c5OCOc5(cc3CCN4(C)),1
1228,O=C1OC(c2ccc(OC)c(OC)c12)C4c3c(O)c5OCOc5(cc3CCN4(C)),1
1229,n2ccc1cc(OC)c(OC)cc1c2Cc3ccc(OC)c(OC)c3,1
1230,O1c2ccc4c(c2(OC1))C(OC)OC5c3cc6OCOc6(cc3CCN(C)C45),1
1231,OC4OC5c1cc6OCOc6(cc1CCN(C)C5(c3ccc2OCOc2c34)),1
1233,Oc1cc4c3c(c1(OC))c2ccccc2CC3N(C)CC4,1
1234,O1c2cc5c4c(c2(OC1))c3ccccc3CC4N(C)CC5,1
1235,O(c1ccc3c(c1(OC))C(OC)OC4c2cc(OC)c(OC)cc2CCN(C)C34)C,1
1237,OC3OC4c1cc(OC)c(OC)cc1CCN(C)C4(c2ccc(OC)c(OC)c23),1
1238,Oc1cc3c(cc1(OC))CC4c2cc5OCOc5(cc2C3CN4(C)),1
1239,O(c5ccc4c1c5(OC3C(OC)=CC=C2C(N(C)CCC123)C4))C,1
1240,Oc1cc4c(cc1(OC))CCNC5c3ccc2OCOc2c3C(OC)OC45,1
1241,Oc1ccc(cc1)CC3NCCc2cc(O)c(O)cc23,1
1243,Oc1cc(ccc1(OC))CC3c2cc(OC)c(OC)cc2CCN3(C),1
1244,O(c1ccc(cc1(OC))CC3c2cc(OC)c(OC)cc2CCN3(C))C,1
1245,OC1CC=C5C4N(C)CCC25(c3c(OC12)c(OC)ccc3C4),1
1246,O=C1C=C4C3N(C)CCC4(C=C1(OC))(c2c(O)c(OC)ccc2C3),1
1248,Oc1cc2c(cc1(O))C(NCC2)C,1
1249,Oc1cc3c(cc1(OC))C24(C(C=CC(OC)C2)=CCN4(CC3)),1
1250,Oc1cc3c(cc1(OC))CCN4CC=C2C=CC(OC)CC234,1
1251,Oc1cc3c(cc1(O))C24(C(C=CC(OC)C2)=CCN4(CC3)),1
1252,O1c2cc4c(cc2(OC1))C35(C(C=CC(OC)C3)=CCN5(CC4)),1
1253,O(c1cc3c(cc1(OC))C24(C(C=CC(OC)C2)=CCN4(CC3)))C,1
1254,OC3c1cc(OC)c(OC)cc1C24(C(C=CC(OC)C2)=CCN4(C3)),1
1255,O1c2cc4c(cc2(OC1))C35(C(=CCC(OC)C3)CCN5(CC4)),1
1256,Oc1cc3c(cc1(OC))C24(C(C=CC(O)C2)=CCN4(CC3)),1
1257,O=C1OCC3=C(C1)C24(C(C=CC(OC)C2)=CCN4(CC3)),1
1259,O=C1OCC3C(=C1)C24(C(C=CC(OC)C2)=CCN4(CC3)),1
1260,N1CCCCC1CCC,1
1261,N1(C)CCCCC1CCC,1
1263,OC(CC)C1NCCCC1,1
1265,OC1CNC(CCC)CC1,1
1266,OC1CN(C)C(CCC)CC1,1
1267,O=C2NCCCCNCCCN1C(C=CCC1C(O)CC)C2,1
1268,O=C1NCCCCNCCCNC(C=CCC=CCC)C1,1
1269,O=C1OC2CC4C(C=C(OC)C(=O)C4(C)(C3C(=O)C(OC)=C(C)C(C1)C23(C)))C,1
1270,O=CN2CCCN1C(C=CCC1C(O)CC)CC(=O)NCCCC2,1
1271,O=C2NCCCCN(C(=O)C)CCCN1C(C=CCC1C(O)CC)C2,1
1272,O=CN1CCCNC(C=CCC=CCC)CC(=O)NCCCC1,1
1273,O=C2NCCCCNCCCN1C(C=CCC1CCC)C2,1
1274,C(=CC1NC(C)CCC1)C,1
1275,N1CCCCC1C,1
1276,O=C1CC2NC(C)(C1)CCC2,1
1277,O=C(C)CC1NC(C)CCC1,1
1278,OC(C)CC1NC(C)CCC1,1
1279,O=C(N1C=C(CCC1)C2NCCCC2)C,1
1283,O=C2c1ccccc1N(c3c4ccoc4(cc(O)c23))C,1
1284,O=C1C(O)=C(OC)CC(=O)N1C,1
1285,O=C(C)CC1NCCCC1,1
1286,O=C(C)CC1C=CCC(N1(C))CC(O)c2ccccc2,1
1287,OC(c1ccccc1)CC2N(C)C(C=CC2)CC(O)C,1
1288,OC(c1ccccc1)CC2N(C)CCCC2,1
1289,OC(c1ccccc1)CC2NCCCC2,1
1290,OC(c1ccccc1)CC2N(C)C3CC(O)(OC3(CC2))C,1
1291,OC1C=CC24(c3c(OC2(C1))c(OC)ccc3CN(C)CC4),1
1292,OC(C)CC1NCCCC1,1
1293,OC(c1ccccc1)CC2N(C)CC(O)CC2,1
1295,O=C(O)C56(CCC(C)(C)CC6(C4=CCC2C(C)(CCC3C(C)(C)C1(O)(OCC23(CC1)))C4(C)CC5)),1
1296,O=C(OC2CCC3(C)(C4C(=O)C=C1C5CC(C)(C)CCC5(C(=O)O)(CCC1(C)C4(C)(CCC3(C2(C)(C))))))C,1
1297,O=C(OC3CC(C)(C)CC4C2=CCC1C5(C)(CCC(=O)C(C)(C)C5(CCC1(C)C2(C)CCC34(C(=O)O))))C(=CC)C,1
1298,OC(c1ccccc1)CC2N(C)C(CCC2)CC(O)c3ccccc3,1
1299,O=C1NC2=C(CC1)C34(N(C)CCCC4(C(C2)CC(C)C3)),1
1300,O=C1C=CC2=C(N1)CC3CC(C)CC24(N(C)CCCC34),1
1301,n1cccc4c1CC2CC(C)CC34(NCCCC23),1
1302,OC2C=C3CCN4Cc1cc5OCOc5(cc1C(C2(O))C34),1
1303,O=C1CC3CC(C)CC4(O)(N2CCCC1C34(CCC2)),1
1304,O=C1CC4CC(C)CC(=O)C34(CCCN2CCCC13(C2)),1
1308,O=C1C2=C(N(C(=O)N1C)C)N(C(=O)N2C)C,1
1309,O=C1NC(=O)N(c2ncn(c12)C)C,1
1310,O=C2c1[nH]cnc1N(C(=O)N2C)C,1
1311,O=C2Nc1ncn(c1C(=O)N2C)C,1
1312,OC24(OCc1cc5OCOc5(cc1C34(C=CC(OC)CC3(N(C)C2)))),1
1313,N#Cc1cnccc1,1
1314,O=C([O-])c1ccc[n+](c1)C,1
1315,n1cccc(c1)C2N(C)CCC2,1
1316,n1cccc(c1)C2NCCC2,1
1317,n1cccc(c1)C2NCCCC2,1
1318,n1cccc(c1)C2NCC=CC2,1
1319,n1cccc(c1)C2N(C)CCCC2,1
1320,n1cccc(c1)C2N(C)CC=CC2,1
1323,O=C1C=CC24(c3c(OC2(C1))c(OC)ccc3CN(C)CC4),1
1324,n1cccc(c1)C2=NCCC2,1
1325,O=C2N(C)C(c1cnccc1)CC2,1
1326,OC2CN1CCCC(O)C1C2(O),1
1328,O=C2N=C(N)NC(N)=C2(OC1OC(CO)C(O)C(O)C1(O)),1
1329,O=C2NC(=O)C(OC1OC(CO)C(O)C(O)C1(O))=C(N)N2,1
1331,O=C(CC1N(C)CCC1)CC2N(C)CCC2,1
1332,O=C(C)CC1N(C)CCC1,1
1333,OC2C(OC)C=C3CCN4Cc1cc(OC)c(OC)cc1C2C34,1
1334,OC(C)CC1N(C)CCC1,1
1335,O=C(C)CC1NCCC1,1
1336,O=C1OC3CCN2CC=C(COC(=O)C(O)(C)C(C)CC1(=CC))C23,1
1337,O=C1OC3CCN2CC=C(COC(=O)C(O)(C(=C)CC1(=CC))C)C23,1
1338,O=C1OC3CCN2CCC(COC(=O)C(O)(C)C(C)CC1(=CC))C23,1
1340,O=C(OCC1=CCN2CCC(O)C12)C(O)(C(O)C)C(C)C,1
1342,O=C(OC2CCN1CC=C(COC(=O)C(O)(C(O)C)C(C)C)C12)C,1
1344,OC3C=CC24(c1cc5OCOc5(cc1CN(CC2(O))C4(C3))),1
1346,O=C2OC1C(=O)C(=CCN(C)CC1)COC(=O)C(OC(=O)C)(C)C(C=C2(C=C))C,1
1347,O=C(OCC1=CCN2CCCC12)C(O)(C(O)C)C(C)C,1
1350,O=C(OCC2CCN1CCCC12)C=Cc3ccc(O)cc3,1
1351,O=C(OC2CCN1CC=C(COC(=O)C(O)(C(OC(=O)C)C)C(O)(C)C)C12)C(=CC)C,1
1352,O=C(OC2CCN1CC=C(COC(=O)C(O)(C(O)C)C(O)(C)C)C12)C(=CC)C,1
1354,O=C(OC2CCN1CC=C(COC(=O)C(O)(C(OC)C)C(O)(C)C)C12)C(=CC)C,1
1355,OC4CN2Cc1cc5OCOc5(cc1C34(C=CC(OC)CC23)),1
1356,O=C(OCC2CCN1CCCC12)C(O)(C(O)C)C(C)C,1
1357,O=C(OC2CCN1CC=C(CO)C12)C(=CC)C,1
1359,O=C(OC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)C)C,1
1361,O=C(OCC1=CCN2CCC(OC(=O)C(=CC)C)C12)C(=CC)C,1
1362,O=C(OC2CCN1CC(=CC12)COC(=O)C(O)(C(OC(=O)C(=CC)C)C)C(O)(C)C)C(=CC)C,1
1363,O=C(OC2CCN1CC=C(COC(=O)C(O)(C(O)C)C(O)(C)C)C12)C,1
1364,O=C(OCC1=CCN2CCC(O)C12)C(O)(C(O)C)C(O)(C)C,1
1365,O=C(OC2CCN1CC=C(COC(=O)C(O)(C(O)C)C(O)(C)C)C12)C=C(C)C,1
1367,O=C(OCC1=CCN2CCC(O)C12)C(O)(C(OC)C)C(O)(C)C,1
1368,OCC1=CCN2CCC(O)C12,1
1369,O=C(OCC1=CCN2CCC(O)C12)C(O)(C(OC)C)C(C)C,1
1370,OCC1=CCN2CCCC12,1
1371,O=C(OCC1=CCN2CCCC12)C(O)(C(OC)C)C(C)C,1
1373,O=C2OC1C(=O)C(=CCN(C)CC1)COC(=O)C(O)(C)C(C)CC2(=CC),1
1374,O=C2OCC3=CCN(C)CCC(OC(=O)C1(OC1(C))(CC(C)C2(O)C))C3(=O),1
1375,O=C(OC2(C(=O)OCC3=CCN(C)CCC(OC(=O)C1(OC1(C))(CC2(C)))C3(=O))(C))C,1
1376,O=C2OC1C(=O)C(=CCN(C)CC1)COC(=O)C(OC(=O)C)(C)C(C)CC2(=CC),1
1378,O=C(OC2CCN1CC=C(COC(=O)C(O)(C(O)C)C(O)(C)C)C12)CC(O)(C)C,1
1379,O=C(OC(C)C(O)(C(=O)OCC1=CCN2CCC(OC(=O)CC(O)(C)C)C12)C(O)(C)C)C,1
1380,OCC2CCN1CCCC12,1
1381,O=C(NC2CCN1CCCC12)C(C)CC,1
1382,O=C(OC2CCN1CC=C(COC(=O)C(O)(C(O)C)C(C)C)C12)C(=CC)C,1
1384,O=C(OC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)C)C(=CC)C,1
1385,O=C(OC(C)C(O)(C(=O)OCC1=CCN2CCC(OC(=O)C)C12)C(C)C)C(=CC)C,1
1387,O=C1OC3CCN2CC=C(COC(=O)C(O)(C(=C)CC1(=CC))CO)C23,1
1388,OC1C=CC24(c3c(OC2(C1))c(OC)ccc3CNCC4),1
1389,O=C1OC3CCN2CC=C(COC(=O)C(O)(CO)C(C)CC1(=CC))C23,1
1392,O=C(OC)C2C1N(CCC1)CC2(O)(C),1
1393,O=C1OC3CCN2CCC(COC(=O)C(O)(C)C(C)CC(=C1)C)C23,1
1394,O=C1OC3CCN2CC=C(COC(=O)C(O)(C)C(C)CC(=C1)C)C23,1
1395,O=C(OC1(C(=O)OCC2=CCN(C)CCC(OC(=O)C(O)(CC1(C))C(C)Cl)C2(=O))(C))C,1
1396,O=C2OCC3=CCN4CCC(OC(=O)C1(OC1(C))(CC(C)C2(O)C))C34,1
1397,O=C2OCC3=CCN4CCC(OC(=O)C1(OC1(C))(CC(=C)C2(O)C))C34,1
1398,O=C1OC4CCN3CC=C(COC(=O)C2(OC2(CO)(CC1(=CC)))(C))C34,1
1399,O=C2OC4CC=C1CCN(C)C1C4(c3cc(OC)c(OC)cc23),1
1400,O=C(OCC2C(O)CN1CCCC12)C(=CC)C,1
1401,O=C(OC1(C(=O)OCC2=CCN(C)CCC(OC(=O)C(O)(CC1(C))C(O)C)C2(=O))(C))C,1
1402,O=C(OCC2CCN1CCC(OC(=O)C(=CC)C)C12)C(=CC)CO,1
1403,O=C(OCC1=CCN2CCC(OC(=O)C(=CC)C)C12)C(=CC)CO,1
1404,O=C1OC3CCN2CC=C(COC(=O)C(O)(C)C(C)C(C1(=C))C)C23,1
1405,O=C1C(=CCN(C)CCC1(O))CO,1
1407,O=C(OCC(C)C(O)C(C(=O)OCC1=CC[N+]2([O-])(CCC(O)C12))C)C(=CC)C,1
1408,c1ccc2c(c1)NC5N(C)CCC26(C4Nc3ccccc3C56(CCN4(C))),1
1409,OC3C2=Nc1ccccc1CN2CC3,1
1410,OC2OC4CN(C)C5CC(OC)C=CC45(c1cc3OCOc3(cc12)),1
1416,O=C3C2=Nc1ccccc1C(=O)N2c4ccccc34,1
1417,O=C1N=C(N(c2ccccc12)C)Cc3ccccc3,1
1418,O=C1NC(=Nc2ccccc12)Cc3ccccc3,1
1419,n2c1occc1c(OC)c3cccc(OC)c23,1
1420,n2c1occc1c(OC)c3ccccc23,1
1421,O=C(OC1C=CC24(c3c(OC2(C1))c(OC)ccc3CNCC4))CC(O)C,1
1422,n2c1occc1c(OC)c3ccc(OC)c(OC)c23,1
1423,O=C1C=CC2=C(OC)c3ccoc3(NC2(=C1(OC))),1
1424,Oc3cccc2c3(nc1occc1c2(OC)),1
1425,n2c1occc1c(OC)c3ccc(OC)cc23,1
1426,Oc1ccc3c(c1)c(OC)c2c(OC(C2)C(O)(C)C)[n+]3C,1
1427,n2c1occc1c(OC)c3cc(OC)c(OC)cc23,1
1428,c1ccc2c(c1)N(C)C3N(C)CCC23C56(c4ccccc4N(C)C6(N(C)CC5)),1
1429,N13(CCCCC1C4CN2CCCCC2C(C3)C4),1
1431,O=C3N1CCCCC1C4CN2CCCCC2C3C4,1
1433,O=C2OC5C(O)C=C1CCN(C)C1C5(c3cc4OCOc4(cc23)),1
1434,C1=C2N(CCC1)CC4CC2CN3CCCCC34,1
1436,O=C3N1CCCCC1C4C(=O)N2CCCCC2C3C4,1
1437,O=C4N3CC2CC(CN1CCCCC12)C3CCC4,1
1438,O=C1N3C(=CCC1)C4CN2CCCCC2C(C3)C4,1
1441,O=C4N3CC2CC(CN1CCC(O)CC12)C3CCC4,1
1442,O=C4N3CC2CC(C(=O)N1CCCCC12)C3CCC4,1
1443,O=C(OC(C)CC(=O)OC1C=CC24(c3c(OC2(C1))c(OC)ccc3CNCC4))C,1
1444,O=C4C=CN3CC2CC(CN1CCCCC12)C3C4,1
1445,O=C4N3CC2CC(CN1CCC(O)CC12)C3CCC4(O),1
1446,OC4CCCN3CC2CC(CN1CCCCC12)C34,1
1447,O=C1C=CC=C2N1CC3CN(CCC=C)CC2C3,1
1448,O=C3N2CC1CN(CCC=C)CC(C1)C2CCC3,1
1449,O=C3N2CC1CC(CNC1(CC=C))C2CCC3,1
1450,O=C1C=CC=C2N1CC4CC2CN3CCCCC34,1
1451,O=C1C=CC=C2N1CC3CNCC2C3,1
1452,O=C1C=CC=C2N1CC3CN(C)CC2C3,1
1453,O=C1C(O)=CC=C2N1CC3CNC2C3,1
1454,O=C(OC2C=C3CCN4Cc1cc5OCOc5(cc1C(C2(O))C34))C,1
1455,OCC2CCCN1CCCCC12,1
1456,O=C3C=CN2CC1CNC(CC=C)C(C1)C2C3,1
1457,O=CN2CC3C1=CC=CC(=O)N1CC(C2)C3,1
1459,O=C1C=CC=C2N1CC3CC2CN(C)C3(CC=C),1
1460,O=C2N1CC4CCCN3CCCC(C1CCC2)C34,1
1461,O=C1C=CCC2N1CC4CCCN3CCCC2C34,1
1462,O=C1C=CC2=C(N1)CC3C=C(C)CC2(N)C3(=CC),1
1463,O=C1C=CC4=C(N1)CC2C=C(C)CC34(NCCCC23),1
1464,O=C1CC4(O)(C2=CCCN3CCCC1C23CC(C)C4),1
1465,OC3C=CC24(c1cc5OCOc5(cc1CN(CC2)C4(C3))),1
1466,OC1CC3C=C(C)CC24(N(CCCC12)CCCC34),1
1467,O=C1CC3CC(C)CC24(N(CCCC12)CCCC34),1
1468,O=C1CC3CC(C)CC24(N(CCCC12)CCCC34(O)),1
1470,O=C4C1C2=CCCN3CCCC(C(O)C1)C23CC4C,1
1471,Oc1nc3c(cc1)C2(N)(C(=CC)C(C=C(C)C2)C3(O)),1
1472,O=C1C(O)C3CC(C)CC24(N(CCCC12)CCCC34),1
1473,O=C(OC1CC4C(=O)C(C)CC23(C4(=CCCN3(CCCC12))))C,1
1474,O=C(OC1CC3C(OC(=O)C)C(C)CC24(N(CCCC12)CCCC34))C,1
1475,O=C1OC2CC1C45(C6OC6(CN3CCCC2C35(CC4(C)))),1
1476,OC2CC=C3CCN4Cc1cc(OC)c(OC)cc1C2C34,1
1477,O=C3OC1CC4C5(O)(C=CCN2CCCC1C25(CC34(C))),1
1478,O=C1C(C)CC34(N2CCCC4(C(O)CC1C3(CCC2))),1
1479,O=C(OC)C1=C2CC4CN3CCCC(C(O)C1)C23CC4(C),1
1480,O=C1CC3C(O)C(C)CC24(N(CCCC12)CCCC34),1
1481,OC1CC3CC(C)CC24(N(CCCC12)CCCC34),1
1482,O=C(OC1CC3C(O)C(C)CC24(N(CCCC12)CCCC34))C,1
1483,O=C3CC1CC(C)CC24(N(CCCC12)CCCC34(O)),1
1484,OC1CC4C2=CCCN3CCCC1C23CC(C)C4(O),1
1485,O=C(OC)C(C)CC23(C=1C=CCN3(CCCC2(C(O)CC=1))),1
1486,O=C3OC2CC1C(=CC(=O)C(O)C1(C)C5C4(O)(OCC25(C(C3)C(O)(C)C4(O))))C,1
1487,OC2C3=CCN4Cc1cc(OC)c(OC)cc1C(C(O)C2(OC))C34,1
1488,O=C3OC2CC1C(=CC(=O)C(O)C1(C)C5C4(O)(OCC25(C(C3(OC(=O)C(C)CC))C(C)C4(O))))C,1
1489,O=C(OC3CCC6(C)(C4CCC5C7(O)(C(O)C(O)C2C(CN1CC(C)CCC1C2(O)(C))C7(CC56(OC34(O))))))c8ccc(O)c(OC)c8,1
1490,O=C4OC2CC1C(=CC(=O)C(O)C1(C)C5C3(O)(OCC25(C(C(=C)C3(O))C4)))C,1
1491,O=C(OC3CCC6(C)(C4CC(O)C5C7(O)(C(O)C(O)C2C(CN1CC(C)CCC1C2(O)(C))C7(CC56(OC34(O))))))C(C)CC,1
1492,OC1CC2(C)(C3CCC5C(=C)C(NC)CCC45(CC34(CCC2(C)(C1C(NC)C)))),1
1493,OC1CC2(C)(C3CCC5C(=C)C(N(C)C)CCC45(CC34(CCC2(C)(C1C(NC)C)))),1
1494,N(C)(C)C(C)C1CCC2(C)(C3CCC5C(C)(C)C(N(C)C)CCC45(CC34(CCC12(C)))),1
1495,N(C)C1CCC25(CC35(CCC4(C)(C(CCC4(C)(C3(CCC2(C1(C)(C)))))C(N(C)C)C))),1
1496,OC1CC2(C)(C3CCC5C(C)(C)C(NC)CCC45(CC34(CCC2(C)(C1C(NC)C)))),1
1497,OC1CC2(C)(C3CCC5C(C)(C)C(NC)CCC45(CC34(CCC2(C)(C1C(N(C)C)C)))),1
1498,OC3OC4CC=C1CCN(C)C1C4(c2cc(OC)c(OC)cc23),1
1499,NC(C)C3CCC4(C)(C2C(C=C1CCC(N(C)C)C(C)(C)C1CC2)=CCC34(C)),1
1500,OC3CC4(C)(C2C(C=C1CCC(N(C)C)C(C)(C)C1CC2)=CCC4(C)(C3C(N)C)),1
1501,O=C(C)C1C(O)CC2(C)(C3CCC5C(=C)C(NC)CCC45(CC34(CCC12(C)))),1
1502,OC4CC3=CCC1C(CCC2(C)(C(CCC12)C(N(C)C)C))C3(C)CC4,1
1503,O=C4CC3C6CCC2C(CN1CC(C)CCC1C2(O)(C))C6(CC3C5(C)(CCC(O)CC45)),1
1504,OC1CCC5(C)(C(C1)C(O)CC4C6CCC3C(C)C2N(CC(C)CC2)CC3C6(CC45)),1
1506,OC1CCC3(C)(C(C1)C(O)CC2C4CC(O)C5C(C)C6C=CC(C)CN6(CC5(C4(CC23)))),1
1507,OC1CCC5(C)(C(C1)C(O)CC4C6CCC3C(CN2CC(C)CCC2C3(O)(C))C6(CC45)),1
1509,O=C3NC1C(=CC(O)C(O)C1(O))c4cc2OCOc2c(O)c34,1
1510,O=CC(=C2CCC(O)(C)C(C)(CCC=C(C)CCC1C(=CCC(C)C1(C)(C))C)C2CCCO)C,1
1511,O=CC(=C2CCC(O)(C)C(C)(CCC=C(C)CCC1C(=C)CCC(C)C1(C)(C))C2CCCO)C,1
1513,O=C5CC4C3C(=C(C)C2(OC1CC(C)CNC1C2(C))(CC3))CC4C6(C)(CCC(O)CC56),1
1515,O=C4CC3C6CCC2C(C)C1N(CC(C)CC1)CC2C6(CC3C5(C)(CCC(O)CC45)),1
